Cliende ID;Idade;Item Comprado;Categoria;Valor Compra;Cidade;Método Pagamento
1023;61;Bolsa;Acessórios;41;Mato Grosso do Sul;Dinheiro
1024;61;Óculos de sol;Acessórios;71;Roraima;Transferência bancária
1025;28;Camiseta;Roupas;66;Rio de Janeiro;Cartão de crédito
1026;60;Camiseta;Roupas;84;Mato Grosso do Sul;Cartão de crédito
1027;49;Bolsa;Acessórios;95;Rio Grande do Sul;Pix
1028;33;Jóia;Acessórios;90;São Paulo;Dinheiro
1029;45;Moletom com capuz;Roupas;36;Mato Grosso do Sul;Dinheiro
1030;29;Luva;Acessórios;22;São Paulo;Cartão de crédito
1031;58;Casaco;Agasalhos;89;Rio Grande do Norte;Cartão de débito
1032;22;Sandália;Calçados;50;Minas Gerais;Dinheiro
1033;55;Bota;Calçados;36;Roraima;Cartão de crédito
1034;19;Calça comprida;Roupas;52;Rondônia;Transferência bancária
1035;68;Meia;Roupas;29;Espírito Santo;Transferência bancária
1036;61;Blusa;Roupas;89;Bahia;Cartão de crédito
1037;68;Bolsa;Acessórios;47;Mato Grosso;Transferência bancária
1038;52;Jóia;Acessórios;25;Ceará;Cartão de débito
1039;41;Calça comprida;Roupas;74;Mato Grosso do Sul;Transferência bancária
1040;29;Cinto;Acessórios;46;Rio Grande do Sul;Cartão de crédito
1041;68;Calça jeans;Roupas;22;Rio de Janeiro;Dinheiro
1042;36;Camiseta;Roupas;25;Rio Grande do Sul;Dinheiro
1043;55;Cinto;Acessórios;80;Espírito Santo;Cartão de crédito
1044;28;Calça jeans;Roupas;76;Mato Grosso;Cartão de débito
1045;39;Calça jeans;Roupas;30;Amazonas;Transferência bancária
1046;54;Blusão;Roupas;79;Bahia;Pix
1047;40;Tênis;Calçados;22;Pernambuco;Cartão de crédito
1048;31;Meia;Roupas;36;Minas Gerais;Cartão de crédito
1049;30;Meia;Roupas;77;Roraima;Cartão de crédito
1050;45;Óculos de sol;Acessórios;33;Rio Grande do Sul;Dinheiro
1051;48;Tênis;Calçados;64;Santa Catarina;Cartão de crédito
1052;45;Meia;Roupas;53;São Paulo;Pix
1053;60;Sapato;Calçados;36;Rio Grande do Sul;Cartão de crédito
1054;59;Blusa;Roupas;70;Bahia;Cartão de débito
1055;18;Shorts;Roupas;96;Maranhão;Pix
1056;70;Jaqueta;Agasalhos;27;Piauí;Cartão de débito
1057;20;Blusão;Roupas;64;Mato Grosso;Cartão de crédito
1058;65;Jaqueta;Agasalhos;23;São Paulo;Cartão de crédito
1059;29;Lenço;Acessórios;33;Bahia;Transferência bancária
1060;22;Jaqueta;Agasalhos;34;Rio de Janeiro;Cartão de débito
1061;27;Blusão;Roupas;35;Paraná;Cartão de débito
1062;36;Casaco;Agasalhos;62;Mato Grosso;Cartão de crédito
1063;59;Bota;Calçados;75;São Paulo;Cartão de débito
1064;62;Moletom com capuz;Roupas;29;Minas Gerais;Dinheiro
1065;34;Chapéu;Acessórios;28;Acre;Cartão de crédito
1066;59;Camiseta;Roupas;20;Minas Gerais;Pix
1067;49;Casaco;Agasalhos;96;Espírito Santo;Pix
1068;18;Vestido;Roupas;43;Rio de Janeiro;Pix
1069;55;Camiseta;Roupas;94;Acre;Cartão de crédito
1070;38;Saia;Roupas;81;Espírito Santo;Cartão de crédito
1071;50;Jóia;Acessórios;75;Rio de Janeiro;Cartão de débito
1072;61;Chapéu;Acessórios;81;Rio de Janeiro;Cartão de crédito
1073;48;Shorts;Roupas;92;Mato Grosso;Cartão de débito
1074;22;Lenço;Acessórios;96;São Paulo;Cartão de crédito
1075;48;Jóia;Acessórios;71;Minas Gerais;Transferência bancária
1076;57;Óculos de sol;Acessórios;50;Tocantins;Cartão de débito
1077;33;Casaco;Agasalhos;72;Alagoas;Cartão de crédito
1078;58;Jaqueta;Agasalhos;28;Amapá;Pix
1079;37;Blusão;Roupas;59;Ceará;Cartão de crédito
1080;18;Casaco;Agasalhos;33;Paraná;Transferência bancária
1081;65;Lenço;Acessórios;59;Rio de Janeiro;Dinheiro
1082;62;Cinto;Acessórios;30;Mato Grosso;Cartão de crédito
1083;54;Chapéu;Acessórios;85;Sergipe;Cartão de crédito
1084;35;Mochila;Acessórios;97;Pará;Dinheiro
1085;34;Camiseta;Roupas;36;Maranhão;Dinheiro
1086;25;Jóia;Acessórios;85;Minas Gerais;Cartão de crédito
1087;53;Óculos de sol;Acessórios;62;Amazonas;Pix
1088;45;Calça jeans;Roupas;71;Amapá;Transferência bancária
1089;49;Calça comprida;Roupas;21;Pará;Pix
1090;40;Mochila;Acessórios;61;Ceará;Pix
1091;38;Lenço;Acessórios;58;São Paulo;Dinheiro
1092;44;Blusão;Roupas;80;Rio de Janeiro;Cartão de crédito
1093;68;Jóia;Acessórios;50;Santa Catarina;Cartão de crédito
1094;60;Tênis;Calçados;48;Mato Grosso do Sul;Cartão de crédito
1095;25;Jóia;Acessórios;40;São Paulo;Dinheiro
1096;19;Casaco;Agasalhos;34;Minas Gerais;Transferência bancária
1097;57;Casaco;Agasalhos;46;Goiás;Cartão de crédito
1098;58;Óculos de sol;Acessórios;27;Rio Grande do Sul;Transferência bancária
1099;49;Bolsa;Acessórios;98;Mato Grosso;Cartão de crédito
1100;19;Blusão;Roupas;73;Rio de Janeiro;Transferência bancária
1101;50;Calça comprida;Roupas;28;Mato Grosso do Sul;Cartão de crédito
1102;30;Luva;Acessórios;76;Mato Grosso do Sul;Dinheiro
1103;52;Blusão;Roupas;83;Rio Grande do Sul;Dinheiro
1104;35;Moletom com capuz;Roupas;23;Minas Gerais;Cartão de débito
1105;35;Chapéu;Acessórios;28;Mato Grosso do Sul;Transferência bancária
1106;33;Camiseta;Roupas;83;Piauí;Cartão de crédito
1107;52;Saia;Roupas;96;Rio Grande do Sul;Cartão de crédito
1108;69;Tênis;Calçados;62;Rio Grande do Sul;Transferência bancária
1109;27;Shorts;Roupas;25;Mato Grosso do Sul;Dinheiro
1110;66;Moletom com capuz;Roupas;97;Paraná;Cartão de crédito
1111;28;Moletom com capuz;Roupas;61;Rio Grande do Sul;Dinheiro
1112;22;Sapato;Calçados;66;Distrito Federal;Cartão de crédito
1113;69;Moletom com capuz;Roupas;67;Pará;Pix
1114;28;Óculos de sol;Acessórios;80;Espírito Santo;Pix
1115;55;Saia;Roupas;25;Goiás;Transferência bancária
1116;30;Chapéu;Acessórios;58;Distrito Federal;Dinheiro
1117;67;Mochila;Acessórios;96;Mato Grosso;Pix
1118;25;Óculos de sol;Acessórios;77;São Paulo;Cartão de crédito
1119;49;Cinto;Acessórios;65;Paraíba;Pix
1120;34;Jóia;Acessórios;36;Pará;Cartão de crédito
1121;22;Tênis;Calçados;84;Rio de Janeiro;Cartão de débito
1122;63;Camiseta;Roupas;58;Santa Catarina;Dinheiro
1123;70;Bolsa;Acessórios;62;Rio de Janeiro;Cartão de crédito
1124;36;Chapéu;Acessórios;67;Piauí;Dinheiro
1125;42;Blusão;Roupas;20;Paraná;Dinheiro
1126;27;Sandália;Calçados;90;Alagoas;Transferência bancária
1127;23;Lenço;Acessórios;58;Paraná;Cartão de crédito
1128;50;Camiseta;Roupas;53;Mato Grosso do Sul;Cartão de débito
1129;56;Luva;Acessórios;30;Distrito Federal;Cartão de débito
1130;37;Moletom com capuz;Roupas;65;Goiás;Cartão de crédito
1131;67;Jóia;Acessórios;41;Rio Grande do Norte;Pix
1132;67;Camiseta;Roupas;73;Pernambuco;Transferência bancária
1133;50;Moletom com capuz;Roupas;98;Rio de Janeiro;Dinheiro
1134;36;Sapato;Calçados;36;São Paulo;Dinheiro
1135;62;Camiseta;Roupas;81;São Paulo;Cartão de crédito
1136;65;Saia;Roupas;90;Piauí;Transferência bancária
1137;23;Bolsa;Acessórios;83;Pernambuco;Dinheiro
1138;46;Camiseta;Roupas;91;Bahia;Transferência bancária
1139;18;Calça comprida;Roupas;36;Paraná;Cartão de crédito
1140;58;Casaco;Agasalhos;53;Minas Gerais;Cartão de débito
1141;31;Calça jeans;Roupas;39;Espírito Santo;Cartão de crédito
1142;39;Luva;Acessórios;33;São Paulo;Pix
1143;69;Camiseta;Roupas;76;São Paulo;Cartão de crédito
1144;68;Bota;Calçados;23;Mato Grosso do Sul;Pix
1145;41;Calça jeans;Roupas;54;Sergipe;Transferência bancária
1146;31;Tênis;Calçados;89;Mato Grosso do Sul;Dinheiro
1147;48;Tênis;Calçados;38;São Paulo;Transferência bancária
1148;59;Chapéu;Acessórios;36;Minas Gerais;Cartão de débito
1149;34;Calça comprida;Roupas;66;Santa Catarina;Pix
1150;21;Jóia;Acessórios;42;Bahia;Cartão de crédito
1151;29;Jóia;Acessórios;36;Rio Grande do Norte;Cartão de crédito
1152;41;Blusa;Roupas;86;São Paulo;Cartão de crédito
1153;62;Bolsa;Acessórios;49;São Paulo;Pix
1154;27;Camiseta;Roupas;41;Mato Grosso;Transferência bancária
1155;49;Vestido;Roupas;82;Bahia;Cartão de crédito
1156;67;Camiseta;Roupas;53;Minas Gerais;Pix
1157;20;Sapato;Calçados;21;Mato Grosso;Cartão de crédito
1158;37;Cinto;Acessórios;66;Espírito Santo;Dinheiro
1159;69;Cinto;Acessórios;89;Mato Grosso do Sul;Transferência bancária
1160;66;Bolsa;Acessórios;55;Goiás;Cartão de crédito
1161;37;Lenço;Acessórios;42;Alagoas;Cartão de crédito
1162;63;Shorts;Roupas;52;Paraná;Pix
1163;47;Sandália;Calçados;92;Rio de Janeiro;Pix
1164;26;Calça comprida;Roupas;56;Minas Gerais;Cartão de débito
1165;68;Vestido;Roupas;96;Rondônia;Pix
1166;51;Camiseta;Roupas;64;São Paulo;Cartão de crédito
1167;48;Vestido;Roupas;48;São Paulo;Cartão de crédito
1168;60;Meia;Roupas;83;Rio de Janeiro;Pix
1169;68;Lenço;Acessórios;91;Espírito Santo;Cartão de débito
1170;25;Mochila;Acessórios;94;Acre;Dinheiro
1171;57;Saia;Roupas;62;Pernambuco;Dinheiro
1172;41;Meia;Roupas;55;Pará;Cartão de débito
1173;59;Casaco;Agasalhos;68;Amazonas;Transferência bancária
1174;44;Jóia;Acessórios;76;Santa Catarina;Dinheiro
1175;42;Mochila;Acessórios;31;Rio Grande do Sul;Transferência bancária
1176;35;Cinto;Acessórios;81;Rio de Janeiro;Pix
1177;36;Vestido;Roupas;83;Amazonas;Pix
1178;54;Saia;Roupas;21;Paraná;Cartão de débito
1179;37;Vestido;Roupas;22;Sergipe;Cartão de débito
1180;20;Camiseta;Roupas;33;Paraíba;Transferência bancária
1181;23;Saia;Roupas;23;Amazonas;Dinheiro
1182;61;Shorts;Roupas;96;Distrito Federal;Transferência bancária
1183;37;Jóia;Acessórios;21;Bahia;Pix
1184;23;Calça comprida;Roupas;39;Pará;Cartão de crédito
1185;63;Cinto;Acessórios;73;Sergipe;Cartão de crédito
1186;47;Calça jeans;Roupas;64;Roraima;Cartão de crédito
1187;63;Calça jeans;Roupas;68;Paraíba;Cartão de crédito
1188;56;Chapéu;Acessórios;89;Paraná;Cartão de crédito
1189;68;Blusa;Roupas;29;Espírito Santo;Cartão de crédito
1190;64;Camiseta;Roupas;97;Maranhão;Cartão de débito
1191;62;Camiseta;Roupas;45;Sergipe;Cartão de crédito
1192;34;Camiseta;Roupas;70;Paraíba;Cartão de crédito
1193;49;Casaco;Agasalhos;56;Santa Catarina;Cartão de crédito
1194;40;Jaqueta;Agasalhos;55;Amazonas;Cartão de crédito
1195;50;Moletom com capuz;Roupas;46;Distrito Federal;Cartão de crédito
1196;25;Lenço;Acessórios;95;Rio Grande do Sul;Cartão de crédito
1197;30;Cinto;Acessórios;88;Alagoas;Transferência bancária
1198;54;Tênis;Calçados;92;Rio Grande do Sul;Pix
1199;40;Meia;Roupas;49;Rio de Janeiro;Dinheiro
1200;49;Sandália;Calçados;89;Espírito Santo;Cartão de débito
1201;27;Casaco;Agasalhos;22;São Paulo;Pix
1202;27;Sapato;Calçados;61;Pernambuco;Cartão de crédito
1203;48;Lenço;Acessórios;29;Espírito Santo;Cartão de crédito
1204;40;Tênis;Calçados;82;Rio Grande do Sul;Transferência bancária
1205;67;Cinto;Acessórios;94;Santa Catarina;Cartão de crédito
1206;52;Bolsa;Acessórios;99;São Paulo;Transferência bancária
1207;22;Bolsa;Acessórios;59;Espírito Santo;Cartão de crédito
1208;62;Bota;Calçados;90;Pará;Cartão de crédito
1209;20;Bota;Calçados;100;São Paulo;Cartão de débito
1210;41;Calça comprida;Roupas;62;Rio de Janeiro;Transferência bancária
1211;34;Óculos de sol;Acessórios;78;Tocantins;Dinheiro
1212;23;Moletom com capuz;Roupas;94;Paraná;Cartão de crédito
1213;32;Sapato;Calçados;74;Rio de Janeiro;Cartão de crédito
1214;68;Bolsa;Acessórios;52;Rio Grande do Norte;Cartão de débito
1215;30;Jaqueta;Agasalhos;81;Rio Grande do Sul;Dinheiro
1216;66;Blusa;Roupas;20;Amazonas;Cartão de crédito
1217;62;Calça comprida;Roupas;32;Minas Gerais;Cartão de crédito
1218;50;Bota;Calçados;63;Mato Grosso do Sul;Dinheiro
1219;55;Bota;Calçados;79;Rio de Janeiro;Dinheiro
1220;19;Blusão;Roupas;23;Rio Grande do Sul;Cartão de crédito
1221;67;Luva;Acessórios;64;Rio Grande do Norte;Transferência bancária
1222;18;Meia;Roupas;69;Paraná;Dinheiro
1223;58;Calça jeans;Roupas;69;Paraíba;Transferência bancária
1224;69;Calça comprida;Roupas;24;Bahia;Transferência bancária
1225;62;Shorts;Roupas;50;Pernambuco;Cartão de crédito
1226;28;Luva;Acessórios;97;Rio de Janeiro;Cartão de débito
1227;53;Sandália;Calçados;91;São Paulo;Cartão de crédito
1228;27;Blusa;Roupas;37;Pernambuco;Transferência bancária
1229;55;Jaqueta;Agasalhos;55;Paraíba;Dinheiro
1230;34;Jóia;Acessórios;52;Bahia;Transferência bancária
1231;25;Chapéu;Acessórios;80;Pernambuco;Cartão de crédito
1232;66;Meia;Roupas;79;Rio de Janeiro;Cartão de crédito
1233;57;Bolsa;Acessórios;23;Distrito Federal;Cartão de débito
1234;46;Calça comprida;Roupas;73;Minas Gerais;Cartão de crédito
1235;38;Luva;Acessórios;99;Rio de Janeiro;Transferência bancária
1236;23;Blusão;Roupas;22;Mato Grosso;Pix
1237;42;Chapéu;Acessórios;68;Bahia;Cartão de débito
1238;25;Vestido;Roupas;92;Rio Grande do Sul;Cartão de crédito
1239;55;Calça comprida;Roupas;77;Acre;Cartão de crédito
1240;62;Casaco;Agasalhos;37;Rio de Janeiro;Cartão de débito
1241;41;Lenço;Acessórios;79;Rio de Janeiro;Cartão de débito
1242;58;Moletom com capuz;Roupas;51;Mato Grosso;Cartão de crédito
1243;56;Meia;Roupas;27;Mato Grosso do Sul;Transferência bancária
1244;25;Blusa;Roupas;23;Goiás;Cartão de débito
1245;70;Meia;Roupas;76;Paraíba;Dinheiro
1246;42;Vestido;Roupas;31;Distrito Federal;Transferência bancária
1247;27;Moletom com capuz;Roupas;60;Pará;Dinheiro
1248;65;Camiseta;Roupas;99;Rio Grande do Sul;Cartão de crédito
1249;62;Chapéu;Acessórios;37;São Paulo;Cartão de crédito
1250;62;Bota;Calçados;50;Amazonas;Cartão de crédito
1251;52;Calça jeans;Roupas;26;Goiás;Dinheiro
1252;56;Shorts;Roupas;86;Paraíba;Cartão de crédito
1253;28;Sandália;Calçados;41;Piauí;Dinheiro
1254;39;Sandália;Calçados;23;Rondônia;Pix
1255;54;Tênis;Calçados;56;São Paulo;Cartão de crédito
1256;30;Chapéu;Acessórios;68;Paraíba;Dinheiro
1257;45;Casaco;Agasalhos;48;Amapá;Dinheiro
1258;68;Vestido;Roupas;67;Rio Grande do Sul;Dinheiro
1259;47;Bota;Calçados;87;São Paulo;Cartão de débito
1260;68;Saia;Roupas;64;Rio Grande do Sul;Cartão de crédito
1261;63;Camiseta;Roupas;93;Rio Grande do Sul;Cartão de débito
1262;20;Camiseta;Roupas;29;São Paulo;Cartão de crédito
1263;29;Bota;Calçados;62;Minas Gerais;Cartão de crédito
1264;41;Moletom com capuz;Roupas;70;Mato Grosso do Sul;Cartão de crédito
1265;52;Blusão;Roupas;92;Rio Grande do Sul;Cartão de crédito
1266;32;Camiseta;Roupas;79;Pará;Transferência bancária
1267;20;Blusa;Roupas;31;Alagoas;Cartão de débito
1268;47;Camiseta;Roupas;83;Amazonas;Dinheiro
1269;23;Jaqueta;Agasalhos;88;Mato Grosso;Cartão de débito
1270;43;Jóia;Acessórios;53;Rio Grande do Sul;Pix
1271;67;Moletom com capuz;Roupas;98;Amapá;Dinheiro
1272;70;Jóia;Acessórios;57;Rio Grande do Norte;Pix
1273;35;Sandália;Calçados;80;São Paulo;Transferência bancária
1274;41;Calça jeans;Roupas;29;Espírito Santo;Cartão de crédito
1275;54;Chapéu;Acessórios;73;Tocantins;Pix
1276;55;Blusão;Roupas;32;Maranhão;Pix
1277;51;Bota;Calçados;68;Acre;Transferência bancária
1278;19;Blusa;Roupas;97;Ceará;Cartão de crédito
1279;28;Shorts;Roupas;98;Minas Gerais;Cartão de crédito
1280;63;Moletom com capuz;Roupas;56;Espírito Santo;Cartão de débito
1281;30;Calça comprida;Roupas;78;Bahia;Cartão de crédito
1282;29;Cinto;Acessórios;81;Rio de Janeiro;Cartão de crédito
1283;24;Camiseta;Roupas;68;Goiás;Cartão de crédito
1284;69;Camiseta;Roupas;94;Amazonas;Cartão de débito
1285;65;Vestido;Roupas;93;Maranhão;Pix
1286;64;Luva;Acessórios;99;Rio de Janeiro;Transferência bancária
1287;40;Luva;Acessórios;49;Amapá;Cartão de débito
1288;24;Calça jeans;Roupas;28;Minas Gerais;Pix
1289;66;Cinto;Acessórios;93;Santa Catarina;Pix
1290;35;Jaqueta;Agasalhos;24;Goiás;Pix
1291;67;Saia;Roupas;35;Espírito Santo;Pix
1292;69;Sandália;Calçados;68;Santa Catarina;Cartão de débito
1293;26;Cinto;Acessórios;61;Rio Grande do Norte;Transferência bancária
1294;23;Blusão;Roupas;74;Santa Catarina;Cartão de débito
1295;27;Camiseta;Roupas;64;Rio Grande do Sul;Dinheiro
1296;30;Tênis;Calçados;60;Bahia;Pix
1297;48;Calça jeans;Roupas;29;Santa Catarina;Dinheiro
1298;44;Sandália;Calçados;85;Rio de Janeiro;Cartão de crédito
1299;29;Calça comprida;Roupas;81;Paraíba;Transferência bancária
1300;29;Cinto;Acessórios;23;Pará;Cartão de crédito
1301;67;Camiseta;Roupas;100;Amapá;Cartão de crédito
1302;42;Camiseta;Roupas;54;Roraima;Cartão de débito
1303;23;Tênis;Calçados;25;Mato Grosso;Cartão de crédito
1304;34;Blusa;Roupas;32;Distrito Federal;Cartão de crédito
1305;64;Mochila;Acessórios;63;Rondônia;Pix
1306;31;Calça comprida;Roupas;56;Espírito Santo;Pix
1307;54;Blusão;Roupas;33;Amazonas;Pix
1308;23;Casaco;Agasalhos;32;Tocantins;Pix
1309;59;Vestido;Roupas;38;Ceará;Cartão de crédito
1310;32;Blusa;Roupas;21;Mato Grosso;Dinheiro
1311;43;Moletom com capuz;Roupas;59;Sergipe;Cartão de crédito
1312;32;Sapato;Calçados;87;Minas Gerais;Cartão de crédito
1313;66;Camiseta;Roupas;79;Tocantins;Transferência bancária
1314;70;Sapato;Calçados;28;Tocantins;Cartão de crédito
1315;42;Bota;Calçados;67;Tocantins;Cartão de débito
1316;56;Shorts;Roupas;75;Espírito Santo;Cartão de débito
1317;28;Cinto;Acessórios;32;Maranhão;Cartão de débito
1318;28;Calça comprida;Roupas;43;Rio Grande do Norte;Dinheiro
1319;52;Shorts;Roupas;93;São Paulo;Cartão de crédito
1320;65;Óculos de sol;Acessórios;24;Paraná;Transferência bancária
1321;56;Chapéu;Acessórios;31;São Paulo;Cartão de débito
1322;59;Camiseta;Roupas;84;Tocantins;Transferência bancária
1323;23;Calça comprida;Roupas;74;Pará;Transferência bancária
1324;58;Shorts;Roupas;62;Distrito Federal;Cartão de débito
1325;39;Jóia;Acessórios;77;Paraíba;Cartão de crédito
1326;28;Mochila;Acessórios;73;Amazonas;Dinheiro
1327;40;Sapato;Calçados;50;Rio Grande do Sul;Dinheiro
1328;52;Casaco;Agasalhos;40;Santa Catarina;Dinheiro
1329;37;Blusão;Roupas;97;Ceará;Transferência bancária
1330;70;Luva;Acessórios;63;Rio Grande do Sul;Pix
1331;30;Bolsa;Acessórios;65;Rio Grande do Sul;Pix
1332;38;Meia;Roupas;91;Espírito Santo;Pix
1333;66;Moletom com capuz;Roupas;60;Amazonas;Transferência bancária
1334;29;Calça comprida;Roupas;69;Mato Grosso;Transferência bancária
1335;46;Casaco;Agasalhos;52;Amapá;Cartão de crédito
1336;56;Bota;Calçados;49;Mato Grosso do Sul;Cartão de crédito
1337;23;Tênis;Calçados;85;Amazonas;Cartão de débito
1338;37;Blusão;Roupas;86;Minas Gerais;Cartão de crédito
1339;56;Bolsa;Acessórios;51;Minas Gerais;Pix
1340;36;Cinto;Acessórios;56;Paraíba;Transferência bancária
1341;40;Cinto;Acessórios;72;Mato Grosso;Cartão de débito
1342;26;Moletom com capuz;Roupas;27;Ceará;Transferência bancária
1343;57;Óculos de sol;Acessórios;43;Ceará;Transferência bancária
1344;68;Tênis;Calçados;56;Santa Catarina;Transferência bancária
1345;56;Camiseta;Roupas;37;Distrito Federal;Dinheiro
1346;40;Vestido;Roupas;21;Mato Grosso do Sul;Cartão de crédito
1347;44;Moletom com capuz;Roupas;91;Espírito Santo;Cartão de crédito
1348;44;Blusão;Roupas;95;Rio Grande do Sul;Transferência bancária
1349;19;Cinto;Acessórios;54;Mato Grosso do Sul;Cartão de crédito
1350;21;Meia;Roupas;36;Sergipe;Dinheiro
1351;31;Óculos de sol;Acessórios;71;Mato Grosso do Sul;Dinheiro
1352;30;Casaco;Agasalhos;31;Rio Grande do Sul;Transferência bancária
1353;65;Chapéu;Acessórios;89;Paraíba;Cartão de crédito
1354;39;Calça comprida;Roupas;83;Amazonas;Dinheiro
1355;64;Mochila;Acessórios;42;Espírito Santo;Transferência bancária
1356;59;Shorts;Roupas;91;Santa Catarina;Pix
1357;49;Jaqueta;Agasalhos;61;Paraíba;Transferência bancária
1358;24;Mochila;Acessórios;66;Rio Grande do Sul;Dinheiro
1359;19;Lenço;Acessórios;22;Mato Grosso do Sul;Cartão de crédito
1360;27;Moletom com capuz;Roupas;68;Rio de Janeiro;Transferência bancária
1361;56;Saia;Roupas;43;Minas Gerais;Transferência bancária
1362;49;Vestido;Roupas;32;Minas Gerais;Cartão de débito
1363;41;Casaco;Agasalhos;46;Sergipe;Dinheiro
1364;36;Blusa;Roupas;90;São Paulo;Pix
1365;68;Chapéu;Acessórios;75;Mato Grosso do Sul;Dinheiro
1366;28;Bolsa;Acessórios;69;Paraíba;Transferência bancária
1367;45;Cinto;Acessórios;40;Paraná;Cartão de crédito
1368;60;Cinto;Acessórios;63;Paraná;Dinheiro
1369;21;Camiseta;Roupas;36;São Paulo;Dinheiro
1370;32;Sapato;Calçados;75;Paraná;Cartão de crédito
1371;27;Lenço;Acessórios;67;Rondônia;Transferência bancária
1372;40;Calça comprida;Roupas;64;Espírito Santo;Cartão de crédito
1373;64;Blusa;Roupas;61;Rio Grande do Sul;Pix
1374;18;Luva;Acessórios;40;Rio Grande do Sul;Dinheiro
1375;22;Bolsa;Acessórios;97;Distrito Federal;Transferência bancária
1376;42;Tênis;Calçados;31;Roraima;Cartão de crédito
1377;57;Sandália;Calçados;65;Rio de Janeiro;Pix
1378;33;Óculos de sol;Acessórios;54;Espírito Santo;Cartão de crédito
1379;37;Jaqueta;Agasalhos;49;Rio Grande do Norte;Cartão de crédito
1380;21;Camiseta;Roupas;64;Rio Grande do Sul;Cartão de crédito
1381;51;Tênis;Calçados;35;Piauí;Dinheiro
1382;30;Sapato;Calçados;86;Pernambuco;Cartão de crédito
1383;68;Jaqueta;Agasalhos;55;Rio Grande do Sul;Transferência bancária
1384;36;Lenço;Acessórios;58;São Paulo;Cartão de crédito
1385;46;Tênis;Calçados;96;Amazonas;Transferência bancária
1386;41;Jóia;Acessórios;64;Espírito Santo;Transferência bancária
1387;68;Jaqueta;Agasalhos;56;Amazonas;Cartão de débito
1388;21;Blusa;Roupas;85;Espírito Santo;Cartão de crédito
1389;62;Vestido;Roupas;23;Maranhão;Dinheiro
1390;59;Lenço;Acessórios;72;Pernambuco;Cartão de débito
1391;25;Chapéu;Acessórios;38;Maranhão;Cartão de débito
1392;53;Blusa;Roupas;29;Espírito Santo;Cartão de crédito
1393;31;Luva;Acessórios;46;Maranhão;Cartão de crédito
1394;46;Luva;Acessórios;58;Mato Grosso;Pix
1395;26;Casaco;Agasalhos;43;Paraná;Dinheiro
1396;47;Lenço;Acessórios;32;Amapá;Pix
1397;37;Calça comprida;Roupas;30;São Paulo;Cartão de débito
1398;55;Óculos de sol;Acessórios;67;Piauí;Pix
1399;30;Vestido;Roupas;45;Rio Grande do Sul;Cartão de crédito
1400;19;Chapéu;Acessórios;81;Mato Grosso do Sul;Cartão de crédito
1401;36;Mochila;Acessórios;23;Mato Grosso do Sul;Cartão de crédito
1402;23;Sandália;Calçados;59;Paraíba;Pix
1403;62;Óculos de sol;Acessórios;21;Alagoas;Pix
1404;26;Mochila;Acessórios;20;Bahia;Cartão de crédito
1405;36;Jóia;Acessórios;28;Bahia;Cartão de débito
1406;33;Meia;Roupas;100;Goiás;Cartão de crédito
1407;32;Camiseta;Roupas;46;Pará;Cartão de débito
1408;56;Bolsa;Acessórios;61;Mato Grosso do Sul;Cartão de crédito
1409;58;Blusa;Roupas;58;Roraima;Cartão de crédito
1410;34;Mochila;Acessórios;50;Mato Grosso;Dinheiro
1411;61;Chapéu;Acessórios;93;Minas Gerais;Cartão de débito
1412;48;Saia;Roupas;24;Pará;Cartão de crédito
1413;25;Shorts;Roupas;100;Rio Grande do Sul;Cartão de crédito
1414;51;Blusa;Roupas;79;Goiás;Transferência bancária
1415;29;Meia;Roupas;51;Rio Grande do Sul;Cartão de crédito
1416;54;Cinto;Acessórios;90;Pernambuco;Cartão de crédito
1417;48;Bota;Calçados;56;Mato Grosso;Dinheiro
1418;62;Shorts;Roupas;25;Rondônia;Cartão de débito
1419;18;Camiseta;Roupas;75;Minas Gerais;Cartão de crédito
1420;43;Bolsa;Acessórios;75;Rondônia;Cartão de débito
1421;22;Calça jeans;Roupas;53;São Paulo;Pix
1422;68;Vestido;Roupas;100;Rio de Janeiro;Transferência bancária
1423;44;Vestido;Roupas;27;Rio Grande do Sul;Pix
1424;51;Sandália;Calçados;60;Rio Grande do Sul;Cartão de crédito
1425;66;Jaqueta;Agasalhos;23;São Paulo;Transferência bancária
1426;59;Casaco;Agasalhos;40;Acre;Cartão de crédito
1427;60;Calça comprida;Roupas;38;Rio Grande do Sul;Pix
1428;31;Mochila;Acessórios;90;Santa Catarina;Cartão de crédito
1429;20;Blusa;Roupas;97;Alagoas;Pix
1430;24;Saia;Roupas;38;Espírito Santo;Cartão de crédito
1431;48;Sandália;Calçados;30;Rio Grande do Sul;Cartão de crédito
1432;39;Calça comprida;Roupas;88;Santa Catarina;Cartão de crédito
1433;34;Chapéu;Acessórios;33;Santa Catarina;Cartão de débito
1434;70;Moletom com capuz;Roupas;60;Rio Grande do Sul;Cartão de débito
1435;59;Blusão;Roupas;64;Distrito Federal;Cartão de débito
1436;45;Lenço;Acessórios;95;Amazonas;Dinheiro
1437;35;Tênis;Calçados;83;Rio Grande do Sul;Pix
1438;69;Bota;Calçados;97;Rondônia;Dinheiro
1439;58;Casaco;Agasalhos;38;Pará;Cartão de débito
1440;25;Bota;Calçados;48;Bahia;Dinheiro
1441;27;Sandália;Calçados;76;Ceará;Cartão de crédito
1442;34;Calça comprida;Roupas;25;Mato Grosso do Sul;Cartão de crédito
